thang|kdjendok|kdsatker|kddept|kdunit|kdprogram|kdgiat|kdoutput|kdlokasi|kdkabkota|kddekon|kdsoutput|kdkmpnen|kdskmpnen|urskmpnen|kdib|kdlokus|reflokus|nmlokus
2027|01|527940|015|08|CD|6215|FAL|11|51|2|003|100| A|Penyusunan Laporan Keuangan Tingkat Kuasa BUN di Daerah|00||0|0
2027|01|527940|015|08|CD|6215|FAL|11|51|2|003|100| B|Koordinasi UAKBUN-D KPPN di Kanwil|00||0|0
2027|01|528015|015|08|CD|6212|FAC|12|51|2|001|100| A|Training Modul Aplikasi SAKTI|00||0|0
2027|01|528015|015|08|CD|6212|FAC|12|51|2|001|100| B|FGD dan Bimtek Transfer Keuangan Daerah|00||0|0
2027|01|528015|015|08|CD|6212|FAC|12|51|2|009|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528015|015|08|CD|6212|FAL|12|51|2|004|100| A|Konsultasi|00||0|0
2027|01|528015|015|08|CD|6212|FAL|12|51|2|004|100| B|Sosialisasi dan Bimbingan Teknis|00||0|0
2027|01|528015|015|08|CD|6212|FAL|12|51|2|004|100| C|Pembinaan Pemda, TKD, dan Penandatanganan BAR|00||0|0
2027|01|528015|015|08|CD|6213|FAE|12|51|2|Q06|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528015|015|08|CD|6213|FAL|12|51|2|003|100| A|Monev Pelaksanaan Anggaran|00||0|0
2027|01|528015|015|08|WA|4715|EBA|12|51|2|959|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528015|015|08|WA|4715|EBA|12|51|2|959|100| B|Koordinasi Penyusunan ATK PU|00||0|0
2027|01|528015|015|08|WA|4715|EBA|12|51|2|962|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528015|015|08|WA|4715|EBA|12|51|2|962|100| B|Koordinasi Penyusunan ATK PU|00||0|0
2027|01|528015|015|08|WA|4715|EBA|12|51|2|994|002| A|Keperluan Sehari-hari Perkantoran|00||0|0
2027|01|528015|015|08|WA|4715|EBA|12|51|2|994|002| B|Langganan Daya dan Jasa|00||0|0
2027|01|528015|015|08|WA|4715|EBA|12|51|2|994|002| C|Pelaksanaan Operasional Kantor|00||0|0
2027|01|528015|015|08|WA|4715|EBA|12|51|2|994|002|HP|Honorarium PPNPN|00||0|0
2027|01|528015|015|08|WA|4715|EBA|12|51|2|994|002| L|Pemeliharaan Peralatan dan Mesin|00||0|0
2027|01|528015|015|08|WA|4715|EBA|12|51|2|994|002| M|Pemeliharaan Gedung dan Bangunan|00||0|0
2027|01|528015|015|08|WA|4715|EBA|12|51|2|994|002|TJ|Jasa Pemeliharaan/ Annual Technical Support (ATS)|00||0|0
2027|01|528015|015|08|WA|4715|EBD|12|51|2|Z36|100| B|Pelaksanaan Manajemen Kinerja, Resiko dan Kepatuhan Internal|00||0|0
2027|01|528015|015|08|WA|4718|BMB|12|51|2|001|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528015|015|08|WA|4719|EBA|12|51|2|994|001| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528015|015|08|WA|4719|EBA|12|51|2|Z08|100| A|Survey Kepuasan Pengguna Layanan|00||0|0
2027|01|528015|015|08|WA|4719|EBC|12|51|2|Z12|100|XC|Penyelenggaraan Capacity Building|00||0|0
2027|01|528015|015|08|CD|6212|BDG|12|51|2|001|100| A|Profilling UMKM|00||0|0
2027|01|528015|015|08|CD|6215|FAL|12|51|2|003|100| A|Penyusunan Laporan Keuangan Tingkat Kuasa BUN di Daerah|00||0|0
2027|01|528015|015|08|WA|4718|EBA|12|51|2|Z03|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528036|015|08|CD|6212|FAC|12|52|2|001|100| A|Training Modul Aplikasi SAKTI|00||0|0
2027|01|528036|015|08|CD|6212|FAC|12|52|2|001|100| B|FGD dan  Bimtek Transfer Keuangan Daerah|00||0|0
2027|01|528036|015|08|CD|6212|FAC|12|52|2|009|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528036|015|08|CD|6212|FAL|12|52|2|004|100| A|Konsultasi|00||0|0
2027|01|528036|015|08|CD|6212|FAL|12|52|2|004|100| B|Sosialisasi dan Bimbingan Teknis|00||0|0
2027|01|528036|015|08|CD|6212|FAL|12|52|2|004|100| D|Pembinaan Pemda, TKD, dan Penandatanganan BAR|00||0|0
2027|01|528036|015|08|CD|6213|FAE|12|52|2|Q06|100| A|Pembinaan Jabatan Fungsional Perbendaharaan|00||0|0
2027|01|528036|015|08|CD|6213|FAL|12|52|2|003|100| A|Monev Pelaksanaan Anggaran|00||0|0
2027|01|528036|015|08|WA|4715|EBA|12|52|2|959|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528036|015|08|WA|4715|EBA|12|52|2|962|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528036|015|08|WA|4715|EBA|12|52|2|962|100| B|Koordinasi Penyusunan ATK PU|00||0|0
2027|01|528036|015|08|WA|4715|EBA|12|52|2|994|002| A|Pelaksanaan Operasional Kantor|00||0|0
2027|01|528036|015|08|WA|4715|EBA|12|52|2|994|002| B|Langganan Daya dan Jasa|00||0|0
2027|01|528036|015|08|WA|4715|EBA|12|52|2|994|002| C|Pelaksanaan Operasional Kantor|00||0|0
2027|01|528036|015|08|WA|4715|EBA|12|52|2|994|002|HP|Honorarium PPNPN|00||0|0
2027|01|528036|015|08|WA|4715|EBA|12|52|2|994|002| L|Pemeliharaan Peralatan dan Mesin|00||0|0
2027|01|528036|015|08|WA|4715|EBA|12|52|2|994|002| M|Pemeliharaan Gedung dan Bangunan|00||0|0
2027|01|528036|015|08|WA|4715|EBA|12|52|2|994|002|MA|Pemeliharaan Rumah Dinas|00||0|0
2027|01|528036|015|08|WA|4715|EBA|12|52|2|994|002|TJ|Jasa Pemeliharaan/ Annual Technical Support (ATS)|00||0|0
2027|01|528036|015|08|WA|4715|EBD|12|52|2|Z36|100| B|Pelaksanaan Manajemen Kinerja, Resiko dan Kepatuhan Internal|00||0|0
2027|01|528036|015|08|WA|4718|BMB|12|52|2|001|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528036|015|08|WA|4719|EBA|12|52|2|994|001| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528036|015|08|WA|4719|EBA|12|52|2|Z08|100| A|Survey Kepuasan Pengguna Layanan|00||0|0
2027|01|528036|015|08|WA|4719|EBC|12|52|2|Z12|100|XC|Penyelenggaraan Capacity Building|00||0|0
2027|01|528036|015|08|CD|6212|BDG|12|52|2|001|100| A|Profiling UMKM|00||0|0
2027|01|528036|015|08|CD|6215|FAL|12|52|2|003|100| A|Penyusunan Laporan Keuangan Tingkat Kuasa BUN di Daerah|00||0|0
2027|01|528036|015|08|CD|6215|FAL|12|52|2|003|100| B|Koordinasi UAKBUN-D KPPN di Kanwil (Cross Program)|00||0|0
2027|01|528036|015|08|WA|4718|EBA|12|52|2|Z03|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528022|015|08|WA|4715|EBA|12|03|2|959|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528022|015|08|WA|4715|EBA|12|03|2|962|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528022|015|08|WA|4715|EBA|12|03|2|962|100| B|Koordinasi Penyusunan ATK PU|00||0|0
2027|01|528022|015|08|WA|4715|EBA|12|03|2|994|002| A|Pelaksanaan Operasional Kantor|00||0|0
2027|01|528022|015|08|WA|4715|EBA|12|03|2|994|002| B|Langganan Daya dan Jasa|00||0|0
2027|01|528022|015|08|WA|4715|EBA|12|03|2|994|002|HP|Honorarium PPNPN|00||0|0
2027|01|528022|015|08|WA|4715|EBA|12|03|2|994|002| L|Pemeliharaan Peralatan dan Mesin|00||0|0
2027|01|528022|015|08|WA|4715|EBA|12|03|2|994|002| M|Pemeliharaan Gedung dan Bangunan|00||0|0
2027|01|528022|015|08|WA|4715|EBA|12|03|2|994|002|MA|Pemeliharaan Rumah Dinas|00||0|0
2027|01|528022|015|08|WA|4715|EBA|12|03|2|994|002|TJ|Jasa Pemeliharaan/ Annual Technical Support (ATS)|00||0|0
2027|01|528022|015|08|WA|4715|EBD|12|03|2|Z36|100| B|Pelaksanaan Manajemen Kinerja, Risiko, dan Kepatuhan Internal|00||0|0
2027|01|528022|015|08|WA|4718|BMB|12|03|2|001|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528022|015|08|WA|4719|EBA|12|03|2|994|001| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528022|015|08|WA|4719|EBA|12|03|2|Z08|100| A|Survey Kepuasan Pengguna Layanan|00||0|0
2027|01|528022|015|08|WA|4719|EBC|12|03|2|Z12|100|XC|Penyelenggaraan Capacity Building|00||0|0
2027|01|528022|015|08|CD|6212|FAC|12|03|2|001|100| A|Training Modul Aplikasi SAKTI|00||0|0
2027|01|528022|015|08|CD|6212|FAC|12|03|2|001|100| B|FGD dan Bimtek Transfer Keuangan Daerah|00||0|0
2027|01|528022|015|08|CD|6212|FAC|12|03|2|009|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528022|015|08|CD|6212|FAL|12|03|2|004|100| A|Konsultasi|00||0|0
2027|01|528022|015|08|CD|6212|FAL|12|03|2|004|100| B|Sosialisasi dan Bimbingan Teknis|00||0|0
2027|01|528022|015|08|CD|6212|FAL|12|03|2|004|100| D|Pembinaan Pemda, TKD, dan Penandatanganan BA Rekonsiliasi Pajak|00||0|0
2027|01|528022|015|08|CD|6213|FAE|12|03|2|Q06|100| A|Pembinaan Jabatan Fungsional Perbendaharaan|00||0|0
2027|01|528022|015|08|CD|6213|FAL|12|03|2|003|100| A|Monev Pelaksanaan Anggaran|00||0|0
2027|01|528022|015|08|CD|6212|BDG|12|03|2|001|100| A|Profiling UMKM|00||0|0
2027|01|528022|015|08|CD|6215|FAL|12|03|2|003|100| A|Penyusunan Laporan Keuangan Tingkat Kuasa BUN di Daerah|00||0|0
2027|01|528022|015|08|CD|6215|FAL|12|03|2|003|100| B|Koordinasi UAKBUN-D KPPN di Kanwil|00||0|0
2027|01|528022|015|08|WA|4718|EBA|12|03|2|Z03|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|527982|015|08|CD|6212|FAC|30|01|2|001|100| A|Training Modul Aplikasi SAKTI|00||0|0
2027|01|527982|015|08|CD|6212|FAC|30|01|2|001|100| B|FGD dan Bimtek Transfer Keuangan Daerah|00||0|0
2027|01|527982|015|08|CD|6212|FAC|30|01|2|009|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|527982|015|08|CD|6212|FAL|30|01|2|004|100| A|Konsultasi|00||0|0
2027|01|527982|015|08|CD|6212|FAL|30|01|2|004|100| B|Sosialisasi dan Bimbingan Teknis|00||0|0
2027|01|527982|015|08|CD|6212|FAL|30|01|2|004|100| D|Pembinaan Pemda, TKD, dan Penandatanganan BA Rekonsiliasi Pajak|00||0|0
2027|01|527982|015|08|CD|6213|FAE|30|01|2|Q06|100| A|Pembinaan Jabatan Fungsional Perbendaharaan|00||0|0
2027|01|527982|015|08|CD|6213|FAL|30|01|2|003|100| A|Monev Pelaksanaan Anggaran|00||0|0
2027|01|527982|015|08|WA|4715|EBA|30|01|2|959|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|527982|015|08|WA|4715|EBA|30|01|2|962|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|527982|015|08|WA|4715|EBA|30|01|2|962|100| B|Koordinasi Penyusunan ATK PU|00||0|0
2027|01|527982|015|08|WA|4715|EBA|30|01|2|994|002| A|Pelaksanaan Operasional Kantor|00||0|0
2027|01|527982|015|08|WA|4715|EBA|30|01|2|994|002| B|Langganan Daya dan Jasa|00||0|0
2027|01|527982|015|08|WA|4715|EBA|30|01|2|994|002|HP|Honorarium PPNPN|00||0|0
2027|01|527982|015|08|WA|4715|EBA|30|01|2|994|002| L|Pemeliharaan Peralatan dan Mesin|00||0|0
2027|01|527982|015|08|WA|4715|EBA|30|01|2|994|002| M|Pemeliharaan Gedung dan Bangunan|00||0|0
2027|01|527982|015|08|WA|4715|EBA|30|01|2|994|002|TJ|Jasa Pemeliharaan/ Annual Technical Support (ATS)|00||0|0
2027|01|527982|015|08|WA|4715|EBD|30|01|2|Z36|100| B|Pelaksanaan Manajemen Kinerja, Resiko dan Kepatuhan Internal|00||0|0
2027|01|527982|015|08|WA|4718|BMB|30|01|2|001|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|527982|015|08|WA|4719|EBA|30|01|2|994|001| A|TANPA SUB KOMPONEN|00||0|0
2027|01|527982|015|08|WA|4719|EBA|30|01|2|Z08|100| A|Survey Kepuasan Pengguna Layanan|00||0|0
2027|01|527982|015|08|WA|4719|EBC|30|01|2|Z12|100|XC|Penyelenggaraan Capacity Building|00||0|0
2027|01|527982|015|08|CD|6212|BDG|30|01|2|001|100| A|Profiling UMKM|00||0|0
2027|01|527982|015|08|CD|6215|FAL|30|01|2|003|100| A|Penyusunan Laporan Keuangan Tingkat Kuasa BUN di Daerah|00||0|0
2027|01|527982|015|08|CD|6215|FAL|30|01|2|003|100| B|Koordinasi UAKBUN-D KPPN di Kanwil (Cross Program)|00||0|0
2027|01|527982|015|08|WA|4718|EBA|30|01|2|Z03|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528001|015|08|CD|6212|FAC|12|51|2|002|100| A|Pembinaan Satker BLU|00||0|0
2027|01|528001|015|08|CD|6212|FAC|12|51|2|002|100| B|Asistensi / Pembinaan Pengelolaan Keuangan BLU Daerah|00||0|0
2027|01|528001|015|08|CD|6212|FAC|12|51|2|010|100| B|Pembinaan SAP pada Pemerintah Daerah |00||0|0
2027|01|528001|015|08|CD|6212|FAC|12|51|2|010|100| C|Sosialisasi/Bimtek/Workshop/FGD dengan Pemda|00||0|0
2027|01|528001|015|08|CD|6212|FAC|12|51|2|011|100| A|Pendampingan Penyusunan dan Penyelesaian Permasalahan Laporan Keuangan UAPPA-W dan BLU|00||0|0
2027|01|528001|015|08|CD|6212|FAC|12|51|2|011|100| B|Asistensi, Sosialisasi dan Bimbingan Teknis UAPPA-W|00||0|0
2027|01|528001|015|08|CD|6212|FAL|12|51|2|001|100| A|Sosialisasi Peraturan/Kebijakan Pelaksanaan Anggaran|00||0|0
2027|01|528001|015|08|CD|6212|FAL|12|51|2|001|100| B|Pengkoordinasian Kerjasama Ekonomi dan Keuangan Daerah|00||0|0
2027|01|528001|015|08|CD|6212|FAL|12|51|2|001|100| C|Pembinaan dan Bimtek Pengelolaan Keuangan Daerah|00||0|0
2027|01|528001|015|08|CD|6212|FAL|12|51|2|001|100| D|Penyerahan DIPA|00||0|0
2027|01|528001|015|08|WA|4718|BMB|12|51|2|001|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528001|015|08|CD|6213|ABA|12|51|2|001|100| A|Penyusunan Analisis Potensi Pembiayaan dan Pelaksanaan MoU DJPb dan PT SMI di Daerah|00||0|0
2027|01|528001|015|08|CD|6213|ABA|12|51|2|003|100| A|Koordinasi Pelaksanaan Tugas RCE  ALCo|00||0|0
2027|01|528001|015|08|CD|6213|FAE|12|51|2|Q04|100| B|Monitoring dan  Evaluasi KUR/Penerusan Pinjaman|00||0|0
2027|01|528001|015|08|CD|6213|FAL|12|51|2|003|100| A|Pelaksanaan Spending Review|00||0|0
2027|01|528001|015|08|CD|6213|FAL|12|51|2|003|100| C|Review Pelaksanaan Anggaran|00||0|0
2027|01|528001|015|08|CD|6213|FAL|12|51|2|003|100| D|Monitoring dan Evaluasi Pelaksanaan Anggaran|00||0|0
2027|01|528001|015|08|CD|6213|FAL|12|51|2|003|100| E|Pengumpulan Informasi/Penajaman Data Fiskal Regional/Penyusunan KFR|00||0|0
2027|01|528001|015|08|CD|6213|FAL|12|51|2|003|100| F|Publikasi Kajian Fiskal Regional|00||0|0
2027|01|528001|015|08|CD|6213|FAL|12|51|2|003|100| G|Pengumpulan Konfirmasi Informasi Pengelolaan Keuangan Daerah dan Penyusunan Profil Keuangan Daerah|00||0|0
2027|01|528001|015|08|CD|6213|FAL|12|51|2|003|100| H|Monitoring atas Dana Transfer dan Dana Desa|00||0|0
2027|01|528001|015|08|CD|6213|FAL|12|51|2|003|100| I|Pendampingan Program Makan Bergizi Gratis (MBG)|00||0|0
2027|01|528001|015|08|WA|4715|EBA|12|51|2|959|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528001|015|08|WA|4715|EBA|12|51|2|962|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528001|015|08|WA|4715|EBA|12|51|2|962|100| B|Koordinasi Penyusunan ATK PU|00||0|0
2027|01|528001|015|08|WA|4715|EBA|12|51|2|994|002| A|Keperluan Sehari-hari Perkantoran|00||0|0
2027|01|528001|015|08|WA|4715|EBA|12|51|2|994|002| B|Langganan Daya dan Jasa|00||0|0
2027|01|528001|015|08|WA|4715|EBA|12|51|2|994|002| C|Pelaksanaan Operasional Kantor|00||0|0
2027|01|528001|015|08|WA|4715|EBA|12|51|2|994|002|HP|Honorarium PPNPN|00||0|0
2027|01|528001|015|08|WA|4715|EBA|12|51|2|994|002| L|Pemeliharaan Peralatan dan Mesin|00||0|0
2027|01|528001|015|08|WA|4715|EBA|12|51|2|994|002| M|Pemeliharaan Gedung dan Bangunan|00||0|0
2027|01|528001|015|08|WA|4715|EBA|12|51|2|994|002|MA|Pemeliharaan Rumah Dinas|00||0|0
2027|01|528001|015|08|WA|4715|EBA|12|51|2|994|002|TJ|Jasa Pemeliharaan/ Annual Technical Support (ATS)|00||0|0
2027|01|528001|015|08|WA|4719|EBA|12|51|2|994|001| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528001|015|08|WA|4719|EBA|12|51|2|Z08|100| A|Pelaksanaan Supervisi Proses Bisnis KPPN|00||0|0
2027|01|528001|015|08|WA|4719|EBA|12|51|2|Z08|100| B|Koordinasi Inovasi layanan|00||0|0
2027|01|528001|015|08|WA|4719|EBA|12|51|2|Z08|100| C|Monitoring dan Evaluasi Implementasi ISO|00||0|0
2027|01|528001|015|08|WA|4719|EBC|12|51|2|Z12|100|XC|Penyelenggaraan Capacity Building|00||0|0
2027|01|528001|015|08|WA|4722|EBD|12|51|2|Z25|100| A|Pelaksanaan Manajemen Resiko dan Kepatuhan Internal|00||0|0
2027|01|528001|015|08|WA|4722|EBD|12|51|2|Z25|100| B|Pemantauan Kode Etik dan Kepatuhan Pegawai|00||0|0
2027|01|528001|015|08|WA|4715|EBD|12|51|2|Z27|100| A|Rakor Penyusunan Laporan Keuangan Tingkat UAPPA-W|00||0|0
2027|01|528001|015|08|WA|4715|EBD|12|51|2|Z36|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528001|015|08|CD|6212|BDG|12|51|2|001|100| A|Profiling UMKM|00||0|0
2027|01|528001|015|08|CD|6212|BDG|12|51|2|001|100| B|Pemberdayaan UMKM - Sosialisasi/Bimtek/Asistensi dan Bazar/Pojok/Rumah UMKM|00||0|0
2027|01|528001|015|08|CD|6212|BDG|12|51|2|001|100| C|Monitoring dan Evaluasi|00||0|0
2027|01|528001|015|08|CD|6212|BDG|12|51|2|001|100| D|Komunikasi Publik - Bazar/Pojok/Rumah UMKM|00||0|0
2027|01|528001|015|08|CD|6215|FAL|12|51|2|001|100| A|Koordinasi Laporan Keuangan Pemerintah Daerah dan/atau BLUD|00||0|0
2027|01|528001|015|08|CD|6215|FAL|12|51|2|003|100| A|Pembinaan UAKBUN D (KPPN)|00||0|0
2027|01|528001|015|08|CD|6215|FAL|12|51|2|003|100| B|Koordinasi UAKBUN-D (KPPN)|00||0|0
2027|01|528001|015|08|CD|6216|ABA|12|51|2|002|100| A|Pelaksanaan Survei Bahan Sumbangan Standar Biaya Masukan|00||0|0
2027|01|528001|015|08|WA|4718|EBA|12|51|2|Z03|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528057|015|08|WA|4715|EBA|13|51|2|959|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528057|015|08|WA|4715|EBA|13|51|2|962|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528057|015|08|WA|4715|EBA|13|51|2|962|100| B|Koordinasi Penyusunan ATK PU|00||0|0
2027|01|528057|015|08|WA|4715|EBA|13|51|2|994|002| A|Pelaksanaan Operasional Kantor|00||0|0
2027|01|528057|015|08|WA|4715|EBA|13|51|2|994|002| B|Langganan Daya dan Jasa|00||0|0
2027|01|528057|015|08|WA|4715|EBA|13|51|2|994|002|HP|Honorarium PPNPN|00||0|0
2027|01|528057|015|08|WA|4715|EBA|13|51|2|994|002| L|Pemeliharaan Peralatan dan Mesin|00||0|0
2027|01|528057|015|08|WA|4715|EBA|13|51|2|994|002| M|Pemeliharaan Gedung dan Bangunan|00||0|0
2027|01|528057|015|08|WA|4715|EBA|13|51|2|994|002|MA|Pemeliharaan Rumah Dinas|00||0|0
2027|01|528057|015|08|WA|4715|EBA|13|51|2|994|002|TJ|Jasa Pemeliharaan/Annual Technical Support (ATS)|00||0|0
2027|01|528057|015|08|WA|4715|EBD|13|51|2|Z27|100| A|Rakor Penyusunan Laporan Keuangan Tingkat UAPPA-W|00||0|0
2027|01|528057|015|08|WA|4715|EBD|13|51|2|Z36|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528057|015|08|WA|4718|BMB|13|51|2|001|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528057|015|08|WA|4719|EBA|13|51|2|994|001| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528057|015|08|WA|4719|EBA|13|51|2|Z08|100| A|Pelaksanaan Supervisi Proses Bisnis KPPN|00||0|0
2027|01|528057|015|08|WA|4719|EBA|13|51|2|Z08|100| B|Koordinasi Inovasi Layanan|00||0|0
2027|01|528057|015|08|WA|4719|EBA|13|51|2|Z08|100| C|Monitoring dan Evaluasi Implementasi ISO|00||0|0
2027|01|528057|015|08|WA|4719|EBC|13|51|2|Z12|100|XC|Penyelenggaraan Capacity Building|00||0|0
2027|01|528057|015|08|WA|4722|EBD|13|51|2|Z25|100| A|Pelaksanaan Manajemen Resiko dan Kepatuhan Internal|00||0|0
2027|01|528057|015|08|WA|4722|EBD|13|51|2|Z25|100| B|Pemantauan Kode Etik dan Kepatuhan Pegawai|00||0|0
2027|01|528057|015|08|CD|6212|FAC|13|51|2|002|100| A|Asistensi / Pembinaan Satker BLU|00||0|0
2027|01|528057|015|08|CD|6212|FAC|13|51|2|002|100| B|Asistensi / Pembinaan Pengelolaan Keuangan BLU Daerah|00||0|0
2027|01|528057|015|08|CD|6212|FAC|13|51|2|010|100| B|Pembinaan SAP pada Pemerintah Daerah|00||0|0
2027|01|528057|015|08|CD|6212|FAC|13|51|2|010|100| C|Sosialisasi/Bimtek/Workshop/FGD dengan Pemda|00||0|0
2027|01|528057|015|08|CD|6212|FAC|13|51|2|011|100| A|Pendampingan Penyusunan dan Penyelesaian Permasalahan Laporan Keuangan UAPPA-W dan BLU|00||0|0
2027|01|528057|015|08|CD|6212|FAC|13|51|2|011|100| B|Asistensi, Sosialisasi dan Bimbingan Teknis UAPPA-W|00||0|0
2027|01|528057|015|08|CD|6212|FAL|13|51|2|001|100| A|Sosialisasi Peraturan/Kebijakan Pelaksanaan Anggaran|00||0|0
2027|01|528057|015|08|CD|6212|FAL|13|51|2|001|100| B|Pengkoordinasian Kerjasama Ekonomi dan Keuangan Daerah|00||0|0
2027|01|528057|015|08|CD|6212|FAL|13|51|2|001|100| C|Pembinaan dan Bimtek Pengelolaan Keuangan Daerah|00||0|0
2027|01|528057|015|08|CD|6212|FAL|13|51|2|001|100| D|Penyerahan DIPA|00||0|0
2027|01|528057|015|08|CD|6213|ABA|13|51|2|001|100| A|Penyusunan Analisis Potensi Pembiayaan dan Pelaksanaan MoU DJPb dan PT SMI di Daerah|00||0|0
2027|01|528057|015|08|CD|6213|ABA|13|51|2|003|100| A|Koordinasi Pelaksanaan Tugas RCE  ALCo|00||0|0
2027|01|528057|015|08|CD|6213|FAE|13|51|2|Q04|100| B|Monitoring dan  Evaluasi KUR/Penerusan Pinjaman|00||0|0
2027|01|528057|015|08|CD|6213|FAL|13|51|2|003|100| A|Pelaksanaan Spending Review|00||0|0
2027|01|528057|015|08|CD|6213|FAL|13|51|2|003|100| C|Review Pelaksanaan Anggaran|00||0|0
2027|01|528057|015|08|CD|6213|FAL|13|51|2|003|100| D|Monitoring dan Evaluasi Pelaksanaan Anggaran|00||0|0
2027|01|528057|015|08|CD|6213|FAL|13|51|2|003|100| E|Pengumpulan Informasi/Penajaman Data Fiskal Regional/Penyusunan KFR|00||0|0
2027|01|528057|015|08|CD|6213|FAL|13|51|2|003|100| F|Publikasi Kajian Fiskal Regional|00||0|0
2027|01|528057|015|08|CD|6213|FAL|13|51|2|003|100| G|Pengumpulan Konfirmasi Informasi Pengelolaan Keuangan Daerah dan Penyusunan Profil Keuangan Daerah|00||0|0
2027|01|528057|015|08|CD|6213|FAL|13|51|2|003|100| H|Monitoring atas Dana Transfer dan Dana Desa|00||0|0
2027|01|528057|015|08|CD|6213|FAL|13|51|2|003|100| I|Pendampingan Program Makan Bergizi Gratis (MBG)|00||0|0
2027|01|528057|015|08|CD|6212|BDG|13|51|2|001|100| A|Profiling UMKM|00||0|0
2027|01|528057|015|08|CD|6212|BDG|13|51|2|001|100| B|Pemberdayaan UMKM - Sosialisasi/Bimtek/Asistensi dan Bazar/Pojok/Rumah UMKM|00||0|0
2027|01|528057|015|08|CD|6212|BDG|13|51|2|001|100| C|Monitoring dan Evaluasi|00||0|0
2027|01|528057|015|08|CD|6212|BDG|13|51|2|001|100| D|Komunikasi Publik - Bazar/Pojok/Rumah UMKM|00||0|0
2027|01|528057|015|08|CD|6215|FAL|13|51|2|001|100| A|Koordinasi Laporan Keuangan Pemerintah Daerah dan/atau BLUD|00||0|0
2027|01|528057|015|08|CD|6215|FAL|13|51|2|001|100| B|Penyusunan Laporan Statistik Keuangan Pemerintah Tingkat Wilayah|00||0|0
2027|01|528057|015|08|CD|6215|FAL|13|51|2|003|100| A|Pembinaan UAKBUN D (KPPN)|00||0|0
2027|01|528057|015|08|CD|6215|FAL|13|51|2|003|100| B|Koordinasi UAKBUN-D (KPPN)|00||0|0
2027|01|528057|015|08|CD|6216|ABA|13|51|2|002|100| A|Pelaksanaan Survei Bahan Sumbangan Standar Biaya Masukan|00||0|0
2027|01|528057|015|08|WA|4718|EBA|13|51|2|Z03|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528078|015|08|CD|6212|FAC|13|03|2|001|100| A|Training Modul Aplikasi SAKTI|00||0|0
2027|01|528078|015|08|CD|6212|FAC|13|03|2|001|100| B|FGD dan Bimtek Transfer Keuangan Daerah|00||0|0
2027|01|528078|015|08|CD|6212|FAC|13|03|2|009|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528078|015|08|CD|6212|FAL|13|03|2|004|100| A|Konsultasi|00||0|0
2027|01|528078|015|08|CD|6212|FAL|13|03|2|004|100| B|Sosialisasi dan Bimbingan Teknis|00||0|0
2027|01|528078|015|08|CD|6212|FAL|13|03|2|004|100| D|Pembinaan Pemda, TKD, dan Penandatanganan BAR|00||0|0
2027|01|528078|015|08|CD|6213|FAE|13|03|2|Q06|100| A|Pembinaan Jabatan Fungsional Perbendaharaan|00||0|0
2027|01|528078|015|08|CD|6213|FAL|13|03|2|003|100| A|Monev Pelaksanaan Anggaran|00||0|0
2027|01|528078|015|08|WA|4715|EBA|13|03|2|959|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528078|015|08|WA|4715|EBA|13|03|2|962|100| A|TANPA SUB KOMPONEN|00||0|0
2027|01|528078|015|08|WA|4715|EBA|13|03|2|962|100| B|Koordinasi Penyusunan ATK PU|00||0|0
